journal,quartile
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,2
Journal of Conservation and Museum Studies,2
JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,2
Journal of Constructional Steel Research,2
JOURNAL OF CONSUMER RESEARCH,2
JOURNAL OF CONTEMPORARY ASIA,2
Journal of Contemporary China,2
Journal of Contemporary East Asia Studies,2
JOURNAL OF CONTEMPORARY HISTORY,2
Journal of Contemporary Religion,2
Journal of Contextual Behavioral Science,2
Journal of Cosmology and Astroparticle Physics,2
JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,2
JOURNAL OF CREATIVE BEHAVIOR,2
JOURNAL OF CRIMINAL JUSTICE,2
Journal of Criminal Psychology,2
Journal of Critical Realism,2
Journal of Crohns & Colitis,2
JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,2
JOURNAL OF CULTURAL HERITAGE,2
Journal of Current Southeast Asian Affairs,2
JOURNAL OF CURRICULUM STUDIES,2
Journal of Cystic Fibrosis,2
Journal of Data and Information Science,2
JOURNAL OF DENTISTRY,2
Journal of Design History,2
JOURNAL OF EARLY CHRISTIAN STUDIES,2
Journal of Early Modern History,2
Journal of Early Modern Studies,2
JOURNAL OF EAST ASIAN LINGUISTICS,2
Journal of Eating Disorders,2
JOURNAL OF ECCLESIASTICAL HISTORY,2
Journal of Econometrics,2
JOURNAL OF ECONOMIC ENTOMOLOGY,2
JOURNAL OF ECONOMIC GEOGRAPHY,2
JOURNAL OF ECONOMIC GROWTH,2
Journal of Economic Inequality,2
Journal of Economic Policy Reform,2
JOURNAL OF ECONOMIC PSYCHOLOGY,2
JOURNAL OF ECONOMIC SURVEYS,2
Journal of Educational Change,2
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,2
JOURNAL OF EGYPTIAN ARCHAEOLOGY,2
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,2
JOURNAL OF ENDODONTICS,2
JOURNAL OF ENDOUROLOGY,2
Journal of Energy Storage,2
JOURNAL OF ENGINEERING DESIGN,2
JOURNAL OF ENGINEERING EDUCATION,2
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,2
Journal of English as a Lingua Franca,2
JOURNAL OF ENGLISH LINGUISTICS,2
Journal of Environmental Chemical Engineering,2
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2
Journal of Environmental Informatics,2
Journal of Environmental Management,2
Journal of Environmental Sciences,2
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,2
JOURNAL OF EPIDEMIOLOGY,2
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,2
Journal of Ethics,2
JOURNAL OF ETHNIC AND MIGRATION STUDIES,2
Journal of Ethnobiology and Ethnomedicine,2
JOURNAL OF ETHNOPHARMACOLOGY,2
Journal of Evidence Based Medicine,2
JOURNAL OF EXPERIMENTAL BIOLOGY,2
JOURNAL OF EXPERIMENTAL BOTANY,2
Journal of Experimental Criminology,2
Journal of Experimental Political Science,2
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,2
JOURNAL OF FAMILY COMMUNICATION,2
Journal of Family Nursing,2
JOURNAL OF FAMILY PSYCHOLOGY,2
Journal of Family Theory & Review,2
JOURNAL OF FELINE MEDICINE AND SURGERY,2
Journal of Field Robotics,2
JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,2
Journal of Financial Counseling and Planning,2
JOURNAL OF FINANCIAL INTERMEDIATION,2
Journal of Financial Stability,2
JOURNAL OF FLUID MECHANICS,2
JOURNAL OF FLUIDS AND STRUCTURES,2
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2
JOURNAL OF FOOD ENGINEERING,2
Journal of Functional Foods,2
Journal of Fungi,2
JOURNAL OF GENERAL INTERNAL MEDICINE,2
Journal of Genocide Research,2
JOURNAL OF GEODESY,2
Journal of Geographical Sciences,2
Journal of Geographical Systems,2
JOURNAL OF GEOGRAPHY,2
JOURNAL OF GEOMETRIC ANALYSIS,2
JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2
JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,2
JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,2
JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,2
JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,2
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,2
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,2
Journal of Germanic Linguistics,2
Journal of Ginseng Research,2
Journal of Global Security Studies,2
Journal of Global Slavery,2
JOURNAL OF GRAPH THEORY,2
Journal of Greek Linguistics,2
Journal of Gynecologic Oncology,2
JOURNAL OF HAND SURGERY-AMERICAN VOLUME,2
Journal of Happiness Studies,2
JOURNAL OF HEALTH ECONOMICS,2
JOURNAL OF HEALTH POLITICS POLICY AND LAW,2
Journal of Healthcare Leadership,2
JOURNAL OF HEREDITY,2
JOURNAL OF HIGH ENERGY PHYSICS,2
Journal of Higher Education Policy and Management,2
JOURNAL OF HISTORICAL GEOGRAPHY,2
Journal of Homotopy and Related Structures,2
Journal of Hospitality Leisure Sport & Tourism Education,2
Journal of Hydrology-Regional Studies,2
Journal of Iberian and Latin American Studies,2
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,2
JOURNAL OF INDIAN PHILOSOPHY,2
JOURNAL OF INFECTION,2
JOURNAL OF INFECTIOUS DISEASES,2
Journal of Information Display,2
Journal of Information Technology & Politics,2
Journal of Informetrics,2
JOURNAL OF INHERITED METABOLIC DISEASE,2
JOURNAL OF INORGANIC BIOCHEMISTRY,2
JOURNAL OF INSECT PHYSIOLOGY,2
Journal of Institutional Economics,2
Journal of Integrative Medicine-JIM,2
Journal of Intellectual Capital,2
JOURNAL OF INTELLIGENT MANUFACTURING,2
Journal of Intensive Care,2
JOURNAL OF INTERACTIVE MARKETING,2
Journal of International and Intercultural Communication,2
Journal of International Business Policy,2
Journal of International Criminal Justice,2
JOURNAL OF INTERNATIONAL ECONOMIC LAW,2
Journal of International Financial Markets Institutions & Money,2
JOURNAL OF INTERNATIONAL MARKETING,2
Journal of International Relations and Development,2
Journal of Intervention and Statebuilding,2
JOURNAL OF INVERTEBRATE PATHOLOGY,2
JOURNAL OF INVESTIGATIVE DERMATOLOGY,2
JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2
Journal of Islamic Archaeology,2
Journal of Islamic Studies,2
Journal of Island & Coastal Archaeology,2
Journal of Italian Cinema and Media Studies,2
Journal of Jesuit Studies,2
Journal of Jewish Languages,2
JOURNAL OF JEWISH STUDIES,2
Journal of King Saud University-Computer and Information Sciences,2
Journal of Knowledge Management,2
Journal of Language Aggression and Conflict,2
Journal of Language and Politics,2
Journal of Language and Sexuality,2
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,2
Journal of Language Evolution,2
Journal of Late Antiquity,2
Journal of Law and the Biosciences,2
JOURNAL OF LEARNING DISABILITIES,2
Journal of Legal Analysis,2
JOURNAL OF LIGHTWAVE TECHNOLOGY,2
JOURNAL OF LINGUISTICS,2
JOURNAL OF LIPID RESEARCH,2
Journal of Literary Theory,2
JOURNAL OF MAGNETIC RESONANCE IMAGING,2
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
Journal of Management Science and Engineering,2
JOURNAL OF MARKETING RESEARCH,2
JOURNAL OF MARRIAGE AND FAMILY,2
Journal of Mass Spectrometry and Advances in the Clinical Lab,2
JOURNAL OF MATERIAL CULTURE,2
Journal of Materials Chemistry A,2
Journal of Materials Research and Technology-JMR&T,2
Journal of Materiomics,2
Journal of Mathematics Teacher Education,2
JOURNAL OF MEDICAL ENTOMOLOGY,2
JOURNAL OF MEDICAL ETHICS,2
JOURNAL OF MEDICAL GENETICS,2
JOURNAL OF MEDICAL INTERNET RESEARCH,2
JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,2
JOURNAL OF MEDIEVAL HISTORY,2
Journal of Medieval Iberian Studies,2
Journal of Mediterranean Archaeology,2
Journal of Membrane Science Letters,2
JOURNAL OF MEMORY AND LANGUAGE,2
JOURNAL OF METAMORPHIC GEOLOGY,2
Journal of Minimally Invasive Gynecology,2
Journal of Modern Dynamics,2
Journal of Modern Power Systems and Clean Energy,2
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,2
JOURNAL OF MOLECULAR BIOLOGY,2
Journal of Molecular Cell Biology,2
JOURNAL OF MOLECULAR LIQUIDS,2
Journal of Molecular Structure,2
Journal of Moral Philosophy,2
JOURNAL OF MULTIVARIATE ANALYSIS,2
JOURNAL OF MUSICOLOGY,2
Journal of Nanostructure in Chemistry,2
JOURNAL OF NATURAL PRODUCTS,2
JOURNAL OF NEAR EASTERN STUDIES,2
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2
JOURNAL OF NEURO-ONCOLOGY,2
Journal of Neurodevelopmental Disorders,2
Journal of Neurogastroenterology and Motility,2
Journal of NeuroInterventional Surgery,2
JOURNAL OF NEUROLOGY,2
JOURNAL OF NEUROSCIENCE,2
JOURNAL OF NEUROSURGERY,2
JOURNAL OF NEUROSURGERY-SPINE,2
JOURNAL OF NEUROTRAUMA,2
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,2
Journal of Nonlinear and Variational Analysis,2
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,2
JOURNAL OF NONLINEAR SCIENCE,2
Journal of Nuclear Materials,2
Journal of Nursing Management,2
Journal of Nutrition Health & Aging,2
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,2
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,2
Journal of Ocean University of China,2
Journal of Oceanology and Limnology,2
Journal of Open Archaeology Data,2
JOURNAL OF OPERATIONS MANAGEMENT,2
Journal of Optical Communications and Networking,2
Journal of Oral Microbiology,2
JOURNAL OF ORAL REHABILITATION,2
JOURNAL OF ORGANIC CHEMISTRY,2
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,2
Journal of Orthopaedics and Traumatology,2
Journal of Ovarian Research,2
JOURNAL OF PAIN,2
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,2
Journal of Palaeogeography-English,2
JOURNAL OF PATHOLOGY,2
Journal of Pathology Clinical Research,2
Journal of Pediatric Surgery,2
JOURNAL OF PEDIATRICS,2
JOURNAL OF PERIODONTOLOGY,2
JOURNAL OF PERSONALITY,2
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,2
JOURNAL OF PETROLOGY,2
JOURNAL OF PHILOSOPHICAL LOGIC,2
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,2
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,2
JOURNAL OF PHYSICAL CHEMISTRY A,2
JOURNAL OF PHYSICAL CHEMISTRY B,2
Journal of Physical Chemistry Letters,2
Journal of Physics-Complexity,2
JOURNAL OF PHYSIOLOGY-LONDON,2
Journal of Pipeline Science and Engineering,2
JOURNAL OF PLANNING LITERATURE,2
JOURNAL OF PLANT PHYSIOLOGY,2
JOURNAL OF POLICY MODELING,2
Journal of Politeness Research-Language Behaviour Culture,2
Journal of Politics in Latin America,2
JOURNAL OF POPULAR FILM AND TELEVISION,2
Journal of Popular Television,2
JOURNAL OF POPULATION ECONOMICS,2
Journal of Positive Psychology,2
Journal of Product and Brand Management,2
JOURNAL OF PROFESSIONAL NURSING,2
JOURNAL OF PROTEOME RESEARCH,2
JOURNAL OF PSYCHIATRIC RESEARCH,2
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,2
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,2
JOURNAL OF PUBLIC AFFAIRS EDUCATION,2
Journal of Purchasing and Supply Management,2
JOURNAL OF QUALITY TECHNOLOGY,2
JOURNAL OF QUANTITATIVE CRIMINOLOGY,2
Journal of Radio & Audio Media,2
JOURNAL OF RECONSTRUCTIVE MICROSURGERY,2
JOURNAL OF REFRACTIVE SURGERY,2
JOURNAL OF REGIONAL SCIENCE,2
JOURNAL OF RELIGION & HEALTH,2
Journal of Religious Education,2
JOURNAL OF RENAL NUTRITION,2
Journal of Research in Applied Linguistics,2
Journal of Research in Interactive Marketing,2
JOURNAL OF RESEARCH IN PERSONALITY,2
JOURNAL OF RESEARCH ON ADOLESCENCE,2
JOURNAL OF RETAILING,2
JOURNAL OF RISK AND INSURANCE,2
Journal of Roman Archaeology,2
JOURNAL OF SAFETY RESEARCH,2
Journal of Safety Science and Resilience,2
Journal of Saudi Chemical Society,2
JOURNAL OF SCIENCE AND MEDICINE IN SPORT,2
Journal of Science Education and Technology,2
Journal of Science-Advanced Materials and Devices,2
JOURNAL OF SCIENTIFIC COMPUTING,2
Journal of Screenwriting,2
JOURNAL OF SERVICE RESEARCH,2
JOURNAL OF SEX RESEARCH,2
Journal of Sexual Medicine,2
JOURNAL OF SHOULDER AND ELBOW SURGERY,2
JOURNAL OF SMALL ANIMAL PRACTICE,2
JOURNAL OF SMALL BUSINESS MANAGEMENT,2
JOURNAL OF SOCIAL HISTORY,2
JOURNAL OF SOCIOLINGUISTICS,2
JOURNAL OF SOUND AND VIBRATION,2
JOURNAL OF SOUTHERN HISTORY,2
Journal of Space Weather and Space Climate,2
Journal of Specialised Translation,2
Journal of Spectral Theory,2
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,2
JOURNAL OF SPORT MANAGEMENT,2
Journal of Statistical Software,2
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,2
JOURNAL OF STORED PRODUCTS RESEARCH,2
JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,2
Journal of Structural Biology-X,2
Journal of Studies in International Education,2
Journal of Substance Use & Addiction Treatment,2
Journal of Sufi Studies,2
Journal of Supply Chain Management,2
Journal of Sustainable Tourism,2
Journal of Systematics and Evolution,2
JOURNAL OF SYSTEMS AND SOFTWARE,2
JOURNAL OF TECHNOLOGY TRANSFER,2
JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,2
JOURNAL OF THE ACM,2
Journal of the American College of Radiology,2
JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,2
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,2
Journal of the American Medical Directors Association,2
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2
Journal of the American Philosophical Association,2
JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,2
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,2
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,2
JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,2
Journal of the Civil War Era,2
JOURNAL OF THE ENERGY INSTITUTE,2
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,2
Journal of the European Ceramic Society,2
Journal of the European Economic Association,2
JOURNAL OF THE HISTORY OF BIOLOGY,2
Journal of the History of Collections,2
Journal of the History of Economic Thought,2
JOURNAL OF THE HISTORY OF IDEAS,2
Journal of the Institute of Mathematics of Jussieu,2
Journal of the International AIDS Society,2
Journal of the International Phonetic Association,2
Journal of the International Society of Sports Nutrition,2
JOURNAL OF THE LEARNING SCIENCES,2
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,2
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,2
Journal of the National Comprehensive Cancer Network,2
Journal of the Philosophy of History,2
Journal of the Royal Society Interface,2
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,2
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,2
Journal of the Taiwan Institute of Chemical Engineers,2
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,2
JOURNAL OF THERMAL BIOLOGY,2
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,2
Journal of Tissue Engineering,2
Journal of Topology,2
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,2
Journal of Traffic and Transportation Engineering-English Edition,2
Journal of Translational Autoimmunity,2
Journal of Translational Internal Medicine,2
Journal of Translational Medicine,2
Journal of Trauma and Acute Care Surgery,2
JOURNAL OF TRAVEL MEDICINE,2
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,2
Journal of Urban Management,2
JOURNAL OF UROLOGY,2
JOURNAL OF VASCULAR SURGERY,2
Journal of Vascular Surgery-Venous and Lymphatic Disorders,2
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,2
Journal of Veterinary Cardiology,2
JOURNAL OF VETERINARY INTERNAL MEDICINE,2
Journal of Virology,2
JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,2
Journal of World Christianity,2
JOURNAL OF WORLD HISTORY,2
Journal of Youth Studies,2
Journal of Zhejiang University-SCIENCE A,2
Journal of Zhejiang University-SCIENCE B,2
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,2
Journalism,2
Journalism and Media,2
Journalism Practice,2
JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,2
JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2
JUSTICE QUARTERLY,2
KANT-STUDIEN,2
Kantian Review,2
Kidney International Reports,2
Kidney International Supplements,2
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,2
KONSTHISTORISK TIDSKRIFT,2
Korean Journal of Orthodontics,2
Korean Journal of Pain,2
KOREAN JOURNAL OF RADIOLOGY,2
LAB ANIMAL,2
LAB ON A CHIP,2
LABORATORY INVESTIGATION,2
Laboratory Phonology,2
LABOUR ECONOMICS,2
Lancet Regional Health - Southeast Asia,2
Lancet Regional Health-Americas,2
LAND DEGRADATION & DEVELOPMENT,2
LANDSCAPE ECOLOGY,2
Landslides,2
LANGMUIR,2
LANGUAGE,2
LANGUAGE & COMMUNICATION,2
Language Acquisition,2
Language and Education,2
Language and Intercultural Communication,2
Language and Linguistics Compass,2
Language and Literature,2
LANGUAGE AND SPEECH,2
Language Awareness,2
Language Dynamics and Change,2
LANGUAGE LEARNING & TECHNOLOGY,2
Language Learning and Development,2
Language Policy,2
LANGUAGE SCIENCES,2
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,2
Language Teaching,2
Language Testing,2
Languages,2
LATE IMPERIAL CHINA,2
LATIN AMERICAN POLITICS AND SOCIETY,2
LAW & SOCIETY REVIEW,2
LAW AND HUMAN BEHAVIOR,2
LAW AND PHILOSOPHY,2
LEARNING ENVIRONMENTS RESEARCH,2
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,2
Leiden Journal of International Law,2
LEISURE SCIENCES,2
LETTERS IN MATHEMATICAL PHYSICS,2
Leviathan-A Journal of Melville Studies,2
Lexikos,2
LGBT Health,2
LIMNOLOGY AND OCEANOGRAPHY,2
LINGUA,2
Linguistic Approaches to Bilingualism,2
Linguistic Landscape-An International Journal,2
LINGUISTIC REVIEW,2
LINGUISTICS,2
Linguistics and Education,2
Linguistics of the Tibeto-Burman Area,2
Linguistics Vanguard,2
Lipids in Health and Disease,2
Literature Compass,2
LITHOS,2
LIVER INTERNATIONAL,2
LIVER TRANSPLANTATION,2
LONG RANGE PLANNING,2
LUNG CANCER,2
Lupus Science & Medicine,2
mAbs,2
Machine Intelligence Research,2
Machine Learning-Science and Technology,2
MAMMAL REVIEW,2
Management Accounting Research,2
MANAGEMENT SCIENCE,2
MARINE AND PETROLEUM GEOLOGY,2
Marine Drugs,2
MARINE GEOLOGY,2
Marine Policy,2
Marine Pollution Bulletin,2
MARINE STRUCTURES,2
Maritime Transport Research,2
Mass Communication and Society,2
MASS SPECTROMETRY REVIEWS,2
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,2
MATERIALS & DESIGN,2
MATERIALS CHARACTERIZATION,2
Materials Horizons,2
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2
Materials Today Advances,2
Materials Today Chemistry,2
Materials Today Energy,2
Materials Today Nano,2
Materials Today Physics,2
Maternal and Child Nutrition,2
Mathematical Population Studies,2
MATHEMATICAL PROGRAMMING,2
Mathematical Programming Computation,2
MATHEMATICS AND COMPUTERS IN SIMULATION,2
MATHEMATISCHE ANNALEN,2
MATHEMATISCHE ZEITSCHRIFT,2
MATURITAS,2
MAYO CLINIC PROCEEDINGS,2
mBio,2
MEASUREMENT,2
MECHANISMS OF AGEING AND DEVELOPMENT,2
Media and Communication,2
MEDIA CULTURE & SOCIETY,2
MEDIA PSYCHOLOGY,2
Media War and Conflict,2
MEDICAL ANTHROPOLOGY QUARTERLY,2
MEDICAL CARE,2
MEDICAL MICROBIOLOGY AND IMMUNOLOGY,2
MEDICINE & SCIENCE IN SPORTS & EXERCISE,2
Medicine Health Care and Philosophy,2
Mediterranean Historical Review,2
Mediterranean Journal of Mathematics,2
MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,2
Memory Studies,2
Men and Masculinities,2
Metabolic Engineering Communications,2
Metal Music Studies,2
METAPHOR AND SYMBOL,2
Methods in Ecology and Evolution,2
METROPOLITAN MUSEUM JOURNAL,2
MFS-Modern Fiction Studies,2
MICHIGAN LAW REVIEW,2
Microbial Biotechnology,2
Microbial Cell Factories,2
Microbial Genomics,2
MICROBIOLOGICAL RESEARCH,2
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,2
Microbiology Spectrum,2
MICROCHEMICAL JOURNAL,2
MICROCHIMICA ACTA,2
Microorganisms,2
Migration Studies,2
Milan Journal of Mathematics,2
Mind Culture and Activity,2
Mindfulness,2
MINDS AND MACHINES,2
MINERALS ENGINEERING,2
Minerva Urology and Nephrology,2
MIS QUARTERLY,2
MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ,2
mLife,2
MNEMOSYNE,2
Mobilities,2
MODERN ASIAN STUDIES,2
MODERN DRAMA,2
Modern Intellectual History,2
MODERN JUDAISM,2
Modern Theology,2
MOLECULAR & CELLULAR PROTEOMICS,2
MOLECULAR AND CELLULAR ENDOCRINOLOGY,2
MOLECULAR ASPECTS OF MEDICINE,2
MOLECULAR BIOLOGY OF THE CELL,2
Molecular Biomedicine,2
MOLECULAR CANCER RESEARCH,2
MOLECULAR CANCER THERAPEUTICS,2
MOLECULAR DIVERSITY,2
MOLECULAR GENETICS AND METABOLISM,2
Molecular Horticulture,2
MOLECULAR MEDICINE,2
Molecular Metabolism,2
MOLECULAR NEUROBIOLOGY,2
Molecular Oncology,2
MOLECULAR PHARMACEUTICS,2
Molecular Therapy Methods & Clinical Development,2
Molecular Therapy Nucleic Acids,2
Molecular Therapy Oncolytics,2
MONIST,2
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,2
Motivation Science,2
mSphere,2
mSystems,2
Mucosal Immunology,2
MULTIBODY SYSTEM DYNAMICS,2
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,2
Multiple Sclerosis Journal,2
MUSIC PERCEPTION,2
Music Sound and the Moving Image,2
Music Theory Online,2
Musicologist,2
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,2
Muzikologija-Musicology,2
MycoKeys,2
MYCOLOGIA,2
Mycology-An International Journal On Fungal Biology,2
MYCOPATHOLOGIA,2
MYCORRHIZA,2
MYCOSES,2
Myrmecological News,2
NAGOYA MATHEMATICAL JOURNAL,2
Nano Convergence,2
Nano Energy,2
NANO LETTERS,2
Nano Today,2
Nanophotonics,2
Nanoscale Horizons,2
National Accounting Review,2
Nations and Nationalism,2
Natural Gas Industry B,2
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2
NATURAL LANGUAGE & LINGUISTIC THEORY,2
Natural Language Semantics,2
Natural Products and Bioprospecting,2
Natural Resources Research,2
Nature Protocols,2
NDT & E INTERNATIONAL,2
Neizvestnyi Dostoevskii-The Unknown Dostoevsky,2
NeoBiota,2
NEOPLASIA,2
NEPHROLOGY DIALYSIS TRANSPLANTATION,2
Netherlands Quarterly of Human Rights,2
Neural Development,2
NEURAL NETWORKS,2
Neural Regeneration Research,2
NEUROBIOLOGY OF DISEASE,2
Neurobiology of Stress,2
NEUROCOMPUTING,2
Neurocritical Care,2
NEUROIMAGE,2
NeuroImage-Clinical,2
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,2
NEUROPHARMACOLOGY,2
Neurophotonics,2
NEUROPSYCHOPHARMACOLOGY,2
NEUROREHABILITATION AND NEURAL REPAIR,2
Neuroscience Bulletin,2
NEUROSURGERY,2
Neurosurgical Focus,2
Neurotherapeutics,2
NEW ASTRONOMY REVIEWS,2
New Biotechnology,2
NEW GERMAN CRITIQUE,2
NEW LEFT REVIEW,2
NEW LITERARY HISTORY,2
New Review of Film and Television Studies,2
NEW TECHNOLOGY WORK AND EMPLOYMENT,2
NEW TESTAMENT STUDIES,2
NEW THEATRE QUARTERLY,2
NEW YORK UNIVERSITY LAW REVIEW,2
NINETEENTH CENTURY MUSIC,2
Non-coding RNA Research,2
Nondestructive Testing and Evaluation,2
NONLINEAR DYNAMICS,2
NONLINEARITY,2
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,2
Nonprofit Management & Leadership,2
Nordicom Review,2
NORMA,2
NORTHWESTERN UNIVERSITY LAW REVIEW,2
Norwegian Archaeological Review,2
NOTES,2
NOVUM TESTAMENTUM,2
Novye Issledovaniya Tuvy-New Research of Tuva,2
NPG Asia Materials,2
npj 2D Materials and Applications,2
npj Aging,2
npj Breast Cancer,2
npj Clean Water,2
npj Genomic Medicine,2
npj Materials Degradation,2
NPJ Microgravity,2
npj Primary Care Respiratory Medicine,2
npj Science of Learning,2
npj Systems Biology and Applications,2
npj Vaccines,2
NUCLEAR DATA SHEETS,2
Nuclear Materials and Energy,2
Nucleic Acid Therapeutics,2
NUCLEIC ACIDS RESEARCH,2
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,2
Nuncius-Journal of the History of Science,2
Nurse Education in Practice,2
NURSE EDUCATION TODAY,2
NURSING OUTLOOK,2
Nutrients,2
Nutrition & Diabetes,2
Nutrition & Metabolism,2
Nutrition Journal,2
NUTRITION RESEARCH REVIEWS,2
NUTRITION REVIEWS,2
Obesity,2
Obesity Reviews,2
OBSTETRICS AND GYNECOLOGY,2
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,2
OCEAN & COASTAL MANAGEMENT,2
Ocean Engineering,2
OCEAN MODELLING,2
Oido Pensante,2
OIKOS,2
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2
Oncogenesis,2
OncoImmunology,2
ONCOLOGIST,2
One Health,2
Open Biology,2
Open Library of Humanities,2
Open Linguistics,2
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,2
Ophthalmology Retina,2
OPTICS AND LASER TECHNOLOGY,2
OPTICS AND LASERS IN ENGINEERING,2
OPTICS EXPRESS,2
OPTICS LETTERS,2
Opuscula-Annual of the Swedish Institutes at Athens and Rome,2
Oral History Review,2
ORAL ONCOLOGY,2
ORE GEOLOGY REVIEWS,2
Organic Chemistry Frontiers,2
ORGANISMS DIVERSITY & EVOLUTION,2
ORGANIZATION SCIENCE,2
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2
Oriens,2
Ornithological Applications,2
Orphanet Journal of Rare Diseases,2
